Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,predicted_pXC50
DKMITNDZRUDDGX-IRXDYDNUNA-N,44593690,6532,A,pubchem,362026,9606,SLC6A4,4061,FC(F)(F)C=1C(O[C@@H]2[C@@H](OCC=3C2=CC=CC3)CNC)=CC=CC1,5.412491023095237
MYVPKBWFYFYMBK-NBEQBRPJNA-N,CHEMBL1237328,25553,A,chembl20,201649,10116,SLC6A4,4061,FC1=CC=C(C=C1)[C@H]2C[C@H](N3CCN(CCN4CCNC4=O)CC3)C5=CC(F)=CC=C25,7.552816549999997
UBOHLJNXZUNBPT-QQNWGBJXNA-N,CHEMBL597297,25553,A,chembl20,610803,10116,SLC6A4,4061,CN1[C@H](C[C@H](OS(=O)(=O)C2=CC=C(Cl)C=C2)C3=CC=CC=C3)CCC[C@@H]1CC(=O)C=4C=CC=CC4,5.631268642857144
XMAYWYJOQHXEEK-OZXSUGGENA-N,456201,6532,A,pubchem,625222,9606,SLC6A4,4061,ClC1=C([C@@]2(O[C@H](CO2)COC3=CC=C(N4CCN(CC4)C(=O)C)C=C3)CN5C=CN=C5)C=CC(Cl)=C1,6.71136029166667
AUYQRPCINYAISL-LBPRGKRZNA-N,46882857,6532,A,pubchem,469543,9606,SLC6A4,4061,ClC1=C(C(=O)N([C@H]2CCNC2)C3=CCOC=C3)C=CC=C1Cl,8.089269266666665
PZCLLOMRKKUTII-BFVYBWTQNA-N,CHEMBL2094048,25553,A,chembl20,201221,10116,SLC6A4,4061,N1(C2[C@@H](C(CC1CC2)C3=CC=C(C=C3)C)COC(C4=CC=CC=C4)C=5C=CC=CC5)C,6.732758809523805
YWIYMDPWBAXEKQ-UHFFFAOYNA-N,23113096,6532,A,pubchem,438207,9606,SLC6A4,4061,O(C=1C(C2CCNCC2)=CC=CC1)C3=CC=CC=C3,6.476092500000002
PCCIOJLFBPKJRF-UHFFFAOYNA-N,CHEMBL370359,25553,A,chembl20,320901,10116,SLC6A4,4061,C12=C(N3CCN(CC3)CCCC=4C=5C(=CC=C(C5)Cl)NC4)C=CC=C1OCCO2,8.412386900000003
GRVRNLKREJUWJW-UHFFFAOYNA-N,11827342,25553,A,pubchem,200768,10116,SLC6A4,4061,O(CCC1CCN(CC1)CC2=CC=C(C=C2)C=3C=4C(C=CC3)=CC=CC4)C(C5=CC=CC=C5)C6=CC=CC=C6,6.534998515000001
AWHFBFFVXKIBQI-SREBMQDQNA-N,9980795,6532,A,pubchem,204197,9606,SLC6A4,4061,FC1=CC=C(C(OCCNCCNC(=O)CC2=CC=C(F)C=C2)C3=CC=C(F)C=C3)C=C1,6.105516249999998
HBMSACOGKHEUHN-GOTSBHOMNA-N,CHEMBL1773308,25553,A,chembl20,746274,10116,SLC6A4,4061,[C@@H]1(C(C2=CC=CC=C2)C3=CC=CC=C3)CC[C@@H](CO1)NCC=4N=CC=CC4,6.511724700000002
RYMGUUFPMNAKMP-UHFFFAOYNA-N,CHEMBL498566,6532,A,chembl20,555732,9606,SLC6A4,4061,C=1C=C(CCN(CCN2CCCC2)CC)C=CC1OC(F)(F)F,5.554655650000004
PJDWTDSVCNJUGD-CHWSQXEVNA-N,CHEMBL456222,6532,A,chembl20,541287,9606,SLC6A4,4061,C=1C(=C(C=C(C1)F)C[C@@H]2O[C@H](CC2)CCN)OC,7.52722099999999
BNXCKNFYLODKCG-LBOYIXSDNA-N,CHEMBL595055,6532,A,chembl20,603082,9606,SLC6A4,4061,C1=C2C(=C3C(OCC(N(CCCC=4C5=C(NC4)C=CC(=C5)F)CC)C3)=C1F)C(=O)NCC2,7.708753628571433
NFGYCDMEQBZTMS-DFLUKEIKNA-N,CHEMBL484572,6532,A,chembl20,536732,9606,SLC6A4,4061,C=1C(=C2CC(COC2=C(C1)Cl)N(CCCC=3C=4C(NC3)=CC=C(C4)F)C5CCC5)C(N)=O,8.392491878214294
DBLLCGSZPIUYPK-UHFFFAOYNA-N,CHEMBL135802,25553,A,chembl20,201964,10116,SLC6A4,4061,C=1(C(=O)CCN2CCN(CC2)C3=CC=CC=C3OC)C=C(SC1C)C,6.2225999499999975
YJWQTICONBXOHT-HJLBWTBNNA-N,CHEMBL51771,25553,A,chembl20,202132,10116,SLC6A4,4061,C12C(C=3C=CC=CC3)[C@H](C[C@@H](CC1)N2C)C=4C=CC(=CC4)C,6.569457117604624
HFOWUCXCCMJFIB-UHFFFAOYNA-N,15983580,6532,A,pubchem,306609,9606,SLC6A4,4061,ClC=1C=C(C2CN(CC=3C2=CN=C(OCCCN4CCCCC4)C3)C)C=CC1Cl,7.6136888071428475
DTGXSBMWMFLEGI-OEXSPLCWNA-N,CHEMBL426178,6532,A,chembl20,431030,9606,SLC6A4,4061,C12N(C(CC1)C[C@@H](C3=CC=C(C=C3)C)[C@H]2C4=CC=C(C=C4)C)C,6.6144088158730225
DPINDTNFGDXWLU-LRDDRELGNA-N,CHEMBL2338048,6532,A,chembl20,943622,9606,SLC6A4,4061,C1(=CC=C(C(=C1Cl)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)F)F,8.473899855238095
RMFDASBXQBLDIL-OUJBWJOFNA-N,45379828,6532,A,pubchem,462686,9606,SLC6A4,4061,ClC=1C=C([C@]23[C@H]([C@@H]2COC)CNC3)C=CC1Cl,8.180151366666664
XPYIYGNESFLQAX-XIPNIRHDNA-N,44593712,25553,A,pubchem,388702,10116,SLC6A4,4061,FC1=C2OCC(N(C3CCC3)CCCC=4C=5C(NC4)=CC=C(C5)C#N)CC2=C(C=C1)C(=O)N,7.970728441666666
OZUHPVAODZNQKI-UHFFFAOYNA-N,9864943,6532,A,pubchem,361595,9606,SLC6A4,4061,O(C1=CC=2CCN(C3CCC(CC3)C=4C=5C(NC4)=CC=C(C5)C#N)CC2C=C1)C,8.454396233333338
ADPKSMMVDLGXJF-UHFFFAOYNA-N,44406308,25553,A,pubchem,258705,10116,SLC6A4,4061,O(C(=O)C1C2NC(CC1C3=CC=C(C=C3)C=4OC=CC4)CC2)C,9.021091299999997
JBDGDEWWOUBZPM-XYPYZODXNA-N,CHEMBL153479,6532,A,chembl20,774720,9606,SLC6A4,4061,C1(=C(C(Br)=CC(=C1)Br)N)CN[C@@H]2CC[C@H](CC2)O,5.8469560833333345
XDCKKLJZZNMBOS-UHFFFAOYNA-N,CHEMBL435287,25553,A,chembl20,303219,10116,SLC6A4,4061,C1(C2N(C)C(CC1C=3C=CC(C4=CSC=C4)=CC3)CC2)C(=O)OC,8.751199580000007
DZVJBZTUTCHLSB-CTFMQPOVNA-N,CHEMBL1088000,6532,A,chembl20,630104,9606,SLC6A4,4061,C12CC(CC(N1C[C@H]3OC4=C(OC3)C5=C(C=C4)NC(C5)=O)CC2)CC6=CC=C7C(=C6)NC(=O)CC7,8.799450966666663
MVYOBBWPCHPRSG-UHFFFAOYNA-N,CHEMBL523475,6532,A,chembl20,520035,9606,SLC6A4,4061,C1=C(C(=C(OCC(CNC(CC2=CC=C(C=C2)OC)(C)C)O)C=C1)C#N)Cl,6.4097573999999975
CRAGVFOTRKKIFB-UHFFFAOYNA-N,CHEMBL415244,6532,A,chembl20,201368,9606,SLC6A4,4061,C=1(OC(C=2C=CC(=CC2)OC)CCNC)C=3C(=CC=CC3)C=CC1,8.443899256666665
MTFGWQIUGWXBJK-UHFFFAOYNA-N,44452748,6532,A,pubchem,325926,9606,SLC6A4,4061,O(C=1C(CNC)=CN=C(C1)C)C=2C(OCC)=CC=CC2,6.4840899000000025
ZOQAPWIJYCXCQM-UHFFFAOYNA-N,CHEMBL234526,6532,A,chembl20,440970,9606,SLC6A4,4061,C1=C(OCCCN2CCC2)C=C3CN(C)CC(C=4C=CC(=CC4)OC)C3=C1,8.861836053333336
GNESBMMZVPTREH-UHDQLFAANA-N,CHEMBL574081,6532,A,chembl20,587778,9606,SLC6A4,4061,C12N(C(C[C@@H]([C@@H]1C(OC)=O)C3=CC=C(C=C3)OC)CC2)C,8.183568833333336
PPEMPAPSRLGSIO-RDJZCZTQNA-N,CHEMBL408230,6532,A,chembl20,477348,9606,SLC6A4,4061,O1[C@H]([C@H](C2=CC=CC=C2)OC=3C(=C(C=CC3)Cl)Cl)CNCC1,7.158282942380956
MQFVMWBVJNBDJG-CIBWYJFONA-N,CHEMBL388612,6532,A,chembl20,440427,9606,SLC6A4,4061,[C@@H]12CC[C@@H](C[C@H](C=3C=CC(Cl)=CC3)[C@@H]1C4=NC=C(S4)C5=CC=C(C(=C5)Cl)Cl)N2C,6.0673478691666665
GMOSPGFRDPBEEZ-BGYRXZFFNA-N,CHEMBL56030,25553,A,chembl20,201982,10116,SLC6A4,4061,C=1(C=2C(=CC=C(C#N)C2)NC1)[C@@H]3CC[C@H](NCCC4=CC=CC=C4)CC3,8.433799200000012
NPBACWUTGOBPGG-UHFFFAOYNA-N,CHEMBL514759,6532,A,chembl20,493415,9606,SLC6A4,4061,C=1(C=CC=2NC=CC2C1)C3(CNCC3)CC4=CC=CC(=C4)OC,8.001107866666665
XADLWMQBIFTFBT-UHFFFAOYNA-N,CHEMBL602244,25553,A,chembl20,609921,10116,SLC6A4,4061,C1=CC=C2OC=C(C2=C1)CCN3CC=C(CC3)C4=CNC5=C4C=CC=C5,8.269252200000007
VCZAQTQIUKEOCH-IHWFROFDNA-N,76324331,6532,A,pubchem,257285,9606,SLC6A4,4061,ClC1=CC=C(C(NC2C[C@H]3N([C@@H](C2)CC3)C)C4=CC=C(Cl)C=C4)C=C1,5.398256149999997
WVFBRUMPXXQZGE-UHFFFAOYNA-N,CHEMBL30257,25553,A,chembl20,201833,10116,SLC6A4,4061,C=1(C(CCN2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4)=O)OC=CC1,5.796083476666669
LUJLISGGFLGFKZ-UHFFFAOYNA-N,44455512,25553,A,pubchem,315151,10116,SLC6A4,4061,ClC1=CC=C(OC2=C(C=C(C(=O)N3CCN(C4CC4)CCC3)C=C2)CNC)C=C1,7.994043445000001
VKLJOUGRSNUTNZ-CSKMVECVNA-N,11375860,6532,A,pubchem,388703,9606,SLC6A4,4061,FC1=C2OCC(N(C3CCC3)CCCC=4C=5C(NC4)=CC=C(F)C5)CC2=C(C(=O)NC6CCCCC6)C=C1,6.828251124523815
RCMGBZYHSPTETA-QGZVFWFLNA-N,CHEMBL576036,6532,A,chembl20,596934,9606,SLC6A4,4061,C1=CC=C2C(C=C(CN([C@@H]3CCNC3)C(CC)=O)C=C2)=C1,8.477004749999999
UAUSBXOENIHVFX-IBGZPJMENA-N,44592195,6532,A,pubchem,416798,9606,SLC6A4,4061,N([C@H]1CCNC1)(CCCC)CC2=CC=3C(C=C2)=CC=CC3,8.103746449999997
XRIBIYDLZXHJGK-TWPXYFCBNA-N,25139217,6532,A,pubchem,388703,9606,SLC6A4,4061,FC1=C2OC[C@H](N(C3CCC3)CCCC=4C=5C(NC4)=CC=C(F)C5)CC2=C(C=C1)C(=O)NC,7.950558893333331
VTIJRYTVJGTTAJ-OUJBWJOFNA-N,CHEMBL598202,6532,A,chembl20,613741,9606,SLC6A4,4061,[C@H]1([C@]2(CNC[C@@H]12)C=3C=C(C(=CC3)Cl)Cl)COCC(F)(F)F,9.089398503333342
OIZUHURZTLEFGZ-UHFFFAOYNA-N,CHEMBL204490,6532,A,chembl20,334926,9606,SLC6A4,4061,C1CN(C(C(C=2C=CC(=CC2)C(F)(F)F)=O)CCC)CC1,5.848661488888886
QXVKDIRFPUDMDU-UHFFFAOYNA-N,CHEMBL2333626,6532,A,chembl20,948439,9606,SLC6A4,4061,C1CN(CCC1(C2=CC=C(C=C2)F)COCC=3N=C(C=C(C3)C(F)(F)F)N4CC=CC4)C,8.1142225
SNKCREOVGWDJDI-UHFFFAOYNA-N,CHEMBL93801,25553,A,chembl20,201997,10116,SLC6A4,4061,C12=NOC(C1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)CC5=CSC6=C5C=CC=C6,8.073825628571422
FKQLIZKVHZDRRD-UHFFFAOYNA-N,CHEMBL126536,25553,A,chembl20,201813,10116,SLC6A4,4061,N1C=C(CCCNCCOC=2C=3C(=NC=CC3)C=CC2)C=4C1=CC=C(F)C4,7.539236695238087
IHEQKHFIMIWPDI-UHFFFAOYNA-N,CHEMBL153676,25553,A,chembl20,201814,10116,SLC6A4,4061,O(C1=C(C(F)=CC=C1)O)C(C=2C=CC=CC2)C3CCNCC3,7.926002811666667
AKZNIBWGGYEGKL-UHFFFAOYNA-N,CHEMBL433560,25553,A,chembl20,303219,10116,SLC6A4,4061,C1(C2N(C)C(CC1C=3C=CC(C=4C(=CSC4)Br)=CC3)CC2)C(=O)OC,8.44882110666667
WQAXZHUMPQMMEW-GOSISDBHNA-N,45272734,6532,A,pubchem,430249,9606,SLC6A4,4061,O=C(N(CC1CCC1)[C@@H]2CCNC2)C3=C(OC4=CC=CC=C4)C=CC=C3,6.388058508333339
IWEJGKHITDGZSV-CABZTGNLNA-N,CHEMBL1173341,6532,A,chembl20,642212,9606,SLC6A4,4061,C=1(Cl)C(=CC(=CC1)[C@]23CNCC[C@H]2C3)Cl,7.49759271993895
CWFNRUJQSBCROS-XYPHTWIQNA-N,CHEMBL451785,25553,A,chembl20,491869,10116,SLC6A4,4061,N1C[C@H]2[C@]([C@@H]2C3=CC=CC=C3)(C1)C=4C=C(C(=CC4)Cl)Cl,8.3310768
AKOJURNFNIUCOV-WMZOPIPTNA-N,44587390,6532,A,pubchem,362026,9606,SLC6A4,4061,S(C=1C(O[C@@H]2[C@@H](OCC=3C2=CC=CC3)CNC)=CC=CC1)C,6.14122523690476
DKLQZCAIKFJPKG-UHFFFAOYNA-N,10445930,25553,A,pubchem,204703,10116,SLC6A4,4061,O=N(=O)C1=CC=2C(=NC(N3CCCNCC3)=CC2)C=C1,9.104613699999994
RRGCJEHCXSKPFY-XPCCGILXNA-N,CHEMBL2337601,6532,A,chembl20,943622,9606,SLC6A4,4061,C1=CC=CC(=C1N(=O)=O)OC(C2=CC=CC=C2)[C@@H]3CCNC3,7.245590401666671
DTGQAURGKWOQAA-UHFFFAOYNA-N,24855977,25553,A,pubchem,315151,10116,SLC6A4,4061,ClC=1C=C(OC2=C(C=C(C(=O)N3CCN(CCC3)C(C)C)C=C2)CNC)C=CC1Cl,8.046856477380954
LWIZTBGDAFNFMW-UHFFFAOYNA-N,CHEMBL1224562,6532,A,chembl20,652282,9606,SLC6A4,4061,N1CC(CC2=CC=CC=C2)(C(C=3C=C4C(=CC3)NC=C4)=O)CC1,8.0286585
JPFBKWSBTOFTQU-UHFFFAOYNA-N,CHEMBL2207497,6532,A,chembl20,881850,9606,SLC6A4,4061,N1(CCC(CC1)C=2C=C3C=CC=CC3=CC2)CCC,7.133999763809522
JRNAGNLSMXSNPN-UHFFFAOYNA-N,CHEMBL260039,6532,A,chembl20,479728,9606,SLC6A4,4061,N=1C=C(C(OC2=CC=C(C=C2C)F)=CC1C)CNC,7.285662000000002
LOEPSYRVNXADMM-XUTJKUGGNA-N,CHEMBL55505,25553,A,chembl20,201982,10116,SLC6A4,4061,C=1(C=CC=2NC=C(C2C1)[C@H]3CC[C@@H](CC3)N4CC5=C(CC4)C=CC=C5)C#N,7.670914080952383
VNMIKYPIYOIFPP-SILNSSARNA-N,CHEMBL135286,25553,A,chembl20,201964,10116,SLC6A4,4061,C=1(SC(C)=CC1)/C(/CCN2CCN(CC2)C=3C(OC)=CC=CC3)=N\O,6.875550000000009
YHYTXVOKAVQKLR-UHFFFAOYNA-N,24800927,6532,A,pubchem,735871,9606,SLC6A4,4061,ClC1=NC(COCC2(CCNCC2)C3=CC=CC=C3)=CC(=C1)C(F)(F)F,8.007398733333327
XUFTYSRSOYBNFE-UHFFFAOYNA-N,CHEMBL2377590,25553,A,chembl20,956758,10116,SLC6A4,4061,N1(C(=C(C=C1O)C2=CNC=3C=CC=CC23)O)CCCCN4CCC(CC4)C5=CNC=6C=CC(=CC56)F,7.300644999999995
IEQWDRKPIYMURI-UHFFFAOYNA-N,44444521,6532,A,pubchem,309351,9606,SLC6A4,4061,N(CC1C(C1)C=2C=3C(C=CC2)=CC=CC3)(CC)CC,7.178085566666665
CYTVYJHGEHBALQ-UHFFFAOYNA-N,CHEMBL23974,25553,A,chembl20,201980,10116,SLC6A4,4061,C12N(C(CC1)CC(C2C(=O)C)C3=CC=C(C=C3)CC)C,6.764052800000001
MCPMBLGHBQTMIY-RQNOJGIXNA-N,CHEMBL521110,25553,A,chembl20,487557,10116,SLC6A4,4061,C1CN([C@@H]2CC[C@H](CC2)C=3C4=C(N(C3)CCC)C=CC(=C4)C#N)CCN1C=5C6=C(C=CC5)NC=C6,7.760683416666661
YYZHENJHTMXRID-UHFFFAOYNA-N,11200271,25553,A,pubchem,458863,10116,SLC6A4,4061,ClC1=CC=2C(CCN3CCC(=CC3)C=4C5=C(NC4)C=C(F)C=C5)=COC2C=C1,7.867767566666668
GSCMKUDZZALNHS-UHFFFAOYNA-N,CHEMBL567289,6532,A,chembl20,596934,9606,SLC6A4,4061,C1=CC=C2C(=C1)C=C(C=C2)CN(C3CCNCC3)C=4N=CC=CN4,8.272286800000005
YKEUMMOUEMGTBG-UHFFFAOYNA-N,CHEMBL604513,25553,A,chembl20,609921,10116,SLC6A4,4061,C1=CC(OC)=C2OC=C(C2=C1)CCN3CCC(=CC3)C4=CNC5=C4C=CC(=C5)F,8.209668400000004
UIMJQPQEOBBSKO-IBGZPJMENA-N,CHEMBL562248,6532,A,chembl20,574191,9606,SLC6A4,4061,C=1C2=C(C=3O[C@@H](CN4CC=C(CC4)C=5C6=C(NC5)C=CC=C6)COC3C1)C=CC(C)=N2,8.489927699999992
ZLTWNSXILLAQPT-UHFFFAOYNA-N,CHEMBL343324,6532,A,chembl20,201368,9606,SLC6A4,4061,C1=2C(OCCCNC)=CC=CC1=CC=CC2,7.329149965476185
IRNHNTVMAZMVND-UHFFFAOYNA-N,CHEMBL2205049,25553,A,chembl20,880263,10116,SLC6A4,4061,N1(CCNCC1)C=2C(=CC=CC2)SC=3C=C(C=CC3)C,7.860269666666666
AOYZUVNFURCEGH-YOFSQIOKNA-N,76316945,25553,A,pubchem,444359,10116,SLC6A4,4061,ClC1=CC=C(C2(OCC3=CC=CC=C3)C[C@H]4N[C@@H](C2)CC4)C=C1,7.242216000000003
SNNRWIBSGBMYRF-DZGCQCFKNA-N,CHEMBL2386164,6532,A,chembl20,961682,9606,SLC6A4,4061,C1NC[C@H](C1)[C@H](OC=2C=CC(=NC2C)OC)CC(C)C,9.172871428571431
KFSJDULVAZTEOX-HWKANZRONA-N,CHEMBL146370,25553,A,chembl20,201812,10116,SLC6A4,4061,N1(CCN(CC1)CCOC(C=2C=CC(=CC2)F)C3=CC=C(C=C3)F)C/C=C/C=4C=C(OC)C=CC4,6.799129333333331
LZUOWUYBFWNJBN-SRFDKJPCNA-N,CHEMBL366993,25553,A,chembl20,201979,10116,SLC6A4,4061,N12C3C(CNC(OC(C)(C)C)=O)C(CC1CC3)/C(/C2)=C/C=4SC=CC4,6.461108508333338
VWOMMCGIMIJHDR-RVDMUPIBNA-N,CHEMBL119137,25553,A,chembl20,201989,10116,SLC6A4,4061,N12C3C(C(=O)OC)C(CC1CC3)/C(/C2)=C/C=4SC(C5=CC=C(C=C5)OC)=CC4,6.617768324999994
PADYMYCKDVBYAD-IBGZPJMENA-N,CHEMBL57385,25553,A,chembl20,201965,10116,SLC6A4,4061,S1C(=CC2=C1C(OC)=CC=C2)C3CCN(CC3)C[C@@H](COC=4C5=C(NC=C5)C=CC4)O,7.619536399999992
RADDITPPNPJVNF-LELJVTLKNA-N,45279218,6532,A,pubchem,497188,9606,SLC6A4,4061,ClC1=C(N2CCN(CC2)CCNC(=O)C3=C(NC(=C3)C4=CC=CC=C4)C)C=CC=C1Cl,7.030001399999996
RGWFYUYDDNFMLT-XIPNIRHDNA-N,CHEMBL485381,25553,A,chembl20,536731,10116,SLC6A4,4061,C=1C(C(N)=O)=C2CC(COC2=C(F)C1)N(CCCCN3C4=C(C=C3)C(=CC=C4)F)CC5CC5,6.737742116666667
LBQHPPISBXXENG-UHFFFAOYNA-N,CHEMBL543320,25553,A,chembl20,176338,10116,SLC6A4,4061,C1(C=2C(C(C1)N(CCC)CCC)=CC=CC2)C=3C=C(C(=CC3)Cl)Cl,7.355108452380955
FDNFLRXXOIWCQA-UHFFFAOYNA-N,CHEMBL446481,6532,A,chembl20,535645,9606,SLC6A4,4061,C=1(C=C(CN(C)C)C(OC2=CC=C(C=C2)SC)=CC1)F,7.871098400000005
IOUSMYRYFCYRJU-MPIMZMORNA-N,CHEMBL184770,6532,A,chembl20,932181,9606,SLC6A4,4061,N1N=C2C=C(CCN3CCN(CC3)C4=C(C(C)=CC=C4)C)C=CC2=N1,6.655600166666664
AKWMCQOXGLJZLJ-ZWKOTPCHNA-N,CHEMBL1743798,25553,A,chembl20,193337,10116,SLC6A4,4061,C1=2C([C@H](C3=CC=C(C=C3)F)CN4[C@@H]1CCC4)=CC=C(C2)F,7.46657573333333
JYRQRDDPHJEJCJ-UHFFFAOYNA-N,9867165,25553,A,pubchem,242088,10116,SLC6A4,4061,O1C2=C(C=C(N3CCN(CC3)CCCCC=4C=5C(NC4)=CC=C(C5)C#N)C=C2)C=CC1=O,8.9916685
RBFITAWVAXQBNB-UHFFFAOYNA-N,CHEMBL27907,25553,A,chembl20,201833,10116,SLC6A4,4061,C=1C=CC(C(C=2C=CC=CC2)OCCN3CCN(CC3)CCC(C=4C=CC=CC4)=O)=CC1,5.712745357142861
FMPUWHUXNOPVQS-LUQWZTMUNA-N,CHEMBL3084870,25553,A,chembl20,201825,10116,SLC6A4,4061,N1([C@@H]2C[C@H](C[C@H]1CC2)OC(C=3C=C(Cl)C=CC3)C=4C=CC=CC4)C,5.915985850000002
CXLYMICIFAODOP-MPIMZMORNA-N,44568325,6532,A,pubchem,339486,9606,SLC6A4,4061,S(O)(=O)(=NC=1C=C(CN(C)C)C(SC2=CC=C(C=C2)C(F)(F)F)=CC1)C,8.220761799999996
KZQWOGYXIVRWJV-UHFFFAOYNA-N,CHEMBL196132,25553,A,chembl20,320901,10116,SLC6A4,4061,C12=C(N3CCN(CC3)CCCC=4C=5C(=CC=C(C5)OC)NC4)C=CC=C1OCCO2,7.624686099999996
LLLFWZQWZWPGBA-FPLZROPVNA-N,11551598,25553,A,pubchem,257126,10116,SLC6A4,4061,ClC1=CC=C([C@H]2[C@H](CN(CC2)C)CSCC(=O)NC)C=C1,6.924763865476191
LAVPLSGMUSPWHO-BQUSRXHINA-N,CHEMBL226933,6532,A,chembl20,440427,9606,SLC6A4,4061,[C@@H]12CC[C@@H](C[C@H](C=3C=CC(=CC3)C)[C@@H]1C4=NC=C(S4)C5=CC=C(C=C5)OC)N2C,5.867235286428571
LRSVJJWABVMKRA-CMPLNLGQNA-N,CHEMBL1275793,6532,A,chembl20,685483,9606,SLC6A4,4061,N1C2=C(C(=C1)[C@@H]3C[C@@H](CC3)N(C)C)C=C(C=C2)F,8.454826514285719
WOLPGGGWZDXCNM-IBGZPJMENA-N,CHEMBL1214907,25553,A,chembl20,649987,10116,SLC6A4,4061,[C@]1(C=2C(=CC(Br)=CC2)CO1)(C3=CC=C(C=C3)F)CCCN(C)C,8.199889785000002
GJJFMKBJSRMPLA-DZGCQCFKNA-N,6917779,25553,A,pubchem,204689,10116,SLC6A4,4061,O=C(N(CC)CC)[C@@]1([C@@H](C1)CN)C2=CC=CC=C2,7.215058977619052
WTAQICPSTMPTOD-UHFFFAOYNA-N,24964157,25553,A,pubchem,300625,10116,SLC6A4,4061,S(C1=CC=C(OC2=C(C=C(C#CCCN3CCCCC3)C=C2)CNC)C=C1)C,9.067321083333333
LWDROUBWOBOGMV-UHFFFAOYNA-N,CHEMBL41027,6532,A,chembl20,198042,9606,SLC6A4,4061,N(C(=O)CCCCN1CCN(CC1)CCCC2=CC=CC=C2)(CC3=CC=CC=C3)C4=CC=CC=C4,6.098286200000002
WVNFUIRFEIEFKM-UHFFFAOYNA-N,11428376,25553,A,pubchem,458863,10116,SLC6A4,4061,FC1=CC=2NC=C(C=3CCN(CC3)CCC=4C=5C(OC4)=CC=CC5)C2C=C1,8.212807699999999
GBRACIWJCUBBNF-UHFFFAOYNA-N,CHEMBL373127,25553,A,chembl20,303735,10116,SLC6A4,4061,C1(C(CCN(C1)C)C2=CC=C(C=C2)Cl)CSCCOC(=O)C=3C=CC=CC3,6.848897813333335
XRAUKXHGDLZTOE-UHFFFAOYNA-N,CHEMBL424083,25553,A,chembl20,201963,10116,SLC6A4,4061,C=1(C2=C(SC1)C=CC=C2)C(O)CCN3CCN(CC3)C4=C5C(=CC=C4)C=CC=N5,7.086961833333334
JSMCJJAIEPJIIJ-UGSOOPFHNA-N,44408876,6532,A,pubchem,262046,9606,SLC6A4,4061,ClC=1C=C([C@@H]2CC[C@H](NC)C3=C2C=CC(S(=O)(=O)C)=C3)C=CC1Cl,7.816240031190476
BGGBDKDNDXWHQP-SFHVURJKNA-N,6918635,6532,A,pubchem,254703,9606,SLC6A4,4061,O(CC[C@H](NC)C1=CC=C(OC(=O)N(C)C)C=C1)C2=CC=C(N(=O)=O)C=C2,5.986417495
KGJDXAAGCHWOKN-KGENOOAVNA-N,CHEMBL300548,25553,A,chembl20,201803,10116,SLC6A4,4061,N12C3C(C(=O)OC)C(/C(/C1)=C/C=4C=CC(C5=CC=C(C=C5)I)=CC4)CCC(C2)CC3,6.092835752307696
OEPKGOMILUXZKW-RBUKOAKNNA-N,CHEMBL431299,25553,A,chembl20,193337,10116,SLC6A4,4061,N12C[C@@H](C=3C=C(OC)C=CC3)C=4C([C@H]1CCC2)=CC=CC4,6.973454266666657
KSVISHYLWAYQCI-OALUTQOANA-N,CHEMBL566173,6532,A,chembl20,598115,9606,SLC6A4,4061,N1(C=CC2=C1C=CC=C2)[C@@H](C=3C=CC=CC3)[C@@H](O)CNCC,6.381639148095241
VHOZFHYPZOTVKS-UHFFFAOYNA-N,CHEMBL459165,6532,A,chembl20,493415,9606,SLC6A4,4061,C1(CNCC1)(CC=2C=CC=CC2)C3=CC4=C(C=C3)C=CN4,8.107960300000007
UKEGGLXTKHMXEB-UMMLCDPINA-N,CHEMBL519240,6532,A,chembl20,494423,9606,SLC6A4,4061,N=1C(=NC(=C2CC=C3C(C12)[C@H]4[C@@H](O3)CCCC4)N5CCNCC5)N,7.2941952500000005
JGDHAGIXYKLIBE-QHCPKHFHNA-N,CHEMBL202644,6532,A,chembl20,335143,9606,SLC6A4,4061,C=1(C=CC(C(OCCC2CCN(CC2)C[C@H](CC3=CC=CC=C3)C)C4=CC=C(C=C4)F)=CC1)F,7.09592883333332
PSUGKNVMQSAPIJ-YFXXHVASNA-N,CHEMBL432571,6532,A,chembl20,201338,9606,SLC6A4,4061,C1(C(=CC2N(C1C[C@@H]2O)C)C=3C=C(Cl)C(=CC3)Cl)C(=O)OC,5.937894009999999
JUKMAYKVHWKRKY-CHWSQXEVNA-N,CHEMBL54134,25553,A,chembl20,436643,10116,SLC6A4,4061,[C@H](C=1C=C(Cl)C(=CC1)Cl)(C(=O)OC)[C@@H]2NCCCC2,6.103538847619046
AFKZQXYPUGXQNH-SESHTJHWNA-N,CHEMBL596001,6532,A,chembl20,601510,9606,SLC6A4,4061,C1C2N(C(CC2)[C@H](C(=O)OCCCCCCN3C=C(N=N3)COC([C@@H]4C5N(C)C(C[C@@H]4C6=CC=C(C=C6)Cl)CC5)=O)[C@H]1C7=CC=C(C=C7)Cl)C,8.193000000000012
